推荐电影：「香港制造」,推荐原因：第17届香港电影金像奖最佳影片,豆瓣评分：8.2,电影类型：喜剧,上映年份：1997
推荐电影：「打擂台」,推荐原因：第30届香港电影金像奖最佳影片,豆瓣评分：7.1,电影类型：喜剧,上映年份：2010
推荐电影：「明月几时有」,推荐原因：第37届香港电影金像奖最佳影片,豆瓣评分：6.9,电影类型：历史,上映年份：2017
推荐电影：「笼民」,推荐原因：第12届香港电影金像奖最佳影片,豆瓣评分：8.9,电影类型：剧情,上映年份：1992
推荐电影：「投奔怒海」,推荐原因：第2届香港电影金像奖最佳影片,豆瓣评分：8.4,电影类型：剧情,上映年份：1982
推荐电影：「似水流年」,推荐原因：第4届香港电影金像奖最佳影片,豆瓣评分：8.2,电影类型：剧情,上映年份：1984
推荐电影：「千言万语  」,推荐原因：第19届香港电影金像奖最佳影片,豆瓣评分：8.1,电影类型：剧情,上映年份：1999
推荐电影：「飞越黄昏 」,推荐原因：第9届香港电影金像奖最佳影片,豆瓣评分：7.9,电影类型：剧情,上映年份：1989
推荐电影：「十年」,推荐原因：第35届香港电影金像奖最佳影片,豆瓣评分：6.1,电影类型：剧情,上映年份：2015
推荐电影：「女人，四十」,推荐原因：第15届香港电影金像奖最佳影片,豆瓣评分：8.9,电影类型：家庭,上映年份：1995
推荐电影：「桃姐」,推荐原因：第31届香港电影金像奖最佳影片,豆瓣评分：8.3,电影类型：家庭,上映年份：2011
推荐电影：「父子情」,推荐原因：第1届香港电影金像奖最佳影片,豆瓣评分：7.6,电影类型：家庭,上映年份：1981
推荐电影：「父子」,推荐原因：第26届香港电影金像奖最佳影片,豆瓣评分：6.8,电影类型：家庭,上映年份：2006
推荐电影：「树大招风 」,推荐原因：第36届香港电影金像奖最佳影片,豆瓣评分：8.1,电影类型：犯罪,上映年份：2016
推荐电影：「一代宗师 」,推荐原因：第33届香港电影金像奖最佳影片,豆瓣评分：8.0,电影类型：动作,上映年份：2013
推荐电影：「少林足球」,推荐原因：第21届香港电影金像奖最佳影片,豆瓣评分：7.9,电影类型：动作,上映年份：2001
推荐电影：「警察故事」,推荐原因：第5届香港电影金像奖最佳影片,豆瓣评分：7.9,电影类型：动作,上映年份：1985
推荐电影：「十月围城」,推荐原因：第29届香港电影金像奖最佳影片,豆瓣评分：7.7,电影类型：动作,上映年份：2009
推荐电影：「叶问 」,推荐原因：第28届香港电影金像奖最佳影片,豆瓣评分：7.7,电影类型：动作,上映年份：2008
推荐电影：「野兽刑警  」,推荐原因：第18届香港电影金像奖最佳影片,豆瓣评分：7.6,电影类型：动作,上映年份：1998
推荐电影：「投名状」,推荐原因：第27届香港电影金像奖最佳影片,豆瓣评分：7.3,电影类型：动作,上映年份：2007
推荐电影：「大块头有大智慧」,推荐原因：第23届香港电影金像奖最佳影片,豆瓣评分：6.6,电影类型：动作,上映年份：2003
推荐电影：「跛豪」,推荐原因：第11届香港电影金像奖最佳影片,豆瓣评分：8.3,电影类型：传记,上映年份：1991
推荐电影：「秋天的童话 」,推荐原因：第7届香港电影金像奖最佳影片,豆瓣评分：8.5,电影类型：爱情,上映年份：1987
推荐电影：「胭脂扣」,推荐原因：第8届香港电影金像奖最佳影片,豆瓣评分：8.4,电影类型：爱情,上映年份：1987
推荐电影：「新不了情」,推荐原因：第13届香港电影金像奖最佳影片,豆瓣评分：8.3,电影类型：爱情,上映年份：1993
推荐电影：「卧虎藏龙 」,推荐原因：第20届香港电影金像奖最佳影片,豆瓣评分：8.2,电影类型：爱情,上映年份：2000
推荐电影：「半边人 」,推荐原因：第3届香港电影金像奖最佳影片,豆瓣评分：8.0,电影类型：爱情,上映年份：1983
推荐电影：「黄金时代」,推荐原因：第34届香港电影金像奖最佳影片,豆瓣评分：7.3,电影类型：爱情,上映年份：2014
