推荐电影「打擂台」,推荐原因：第30届香港电影金像奖最佳影片,豆瓣评分：7.1,电影类型：喜剧,上映年份：2010
推荐电影「艺术家」,推荐原因：第84届奥斯卡金像奖,豆瓣评分：8.4,电影类型：喜剧,上映年份：2011
推荐电影「鸟人」,推荐原因：第87届奥斯卡金像奖,豆瓣评分：7.9,电影类型：喜剧,上映年份：2014
推荐电影「月光男孩」,推荐原因：第89届奥斯卡金像奖,豆瓣评分：7.4,电影类型：同性,上映年份：2016
推荐电影「明月几时有」,推荐原因：第37届香港电影金像奖最佳影片,豆瓣评分：6.9,电影类型：历史,上映年份：2017
推荐电影「十年」,推荐原因：第35届香港电影金像奖最佳影片,豆瓣评分：6.1,电影类型：剧情,上映年份：2015
推荐电影「逃离德黑兰」,推荐原因：第85届奥斯卡金像奖,豆瓣评分：8.3,电影类型：惊悚,上映年份：2012
推荐电影「桃姐」,推荐原因：第31届香港电影金像奖最佳影片,豆瓣评分：8.3,电影类型：家庭,上映年份：2011
推荐电影「树大招风」,推荐原因：第36届香港电影金像奖最佳影片,豆瓣评分：8.1,电影类型：犯罪,上映年份：2016
推荐电影「一代宗师」,推荐原因：第33届香港电影金像奖最佳影片,豆瓣评分：8.0,电影类型：动作,上映年份：2013
推荐电影「国王的演讲」,推荐原因：第83届奥斯卡金像奖,豆瓣评分：8.4,电影类型：传记,上映年份：2010
推荐电影「为奴十二年」,推荐原因：第86届奥斯卡金像奖,豆瓣评分：8.1,电影类型：传记,上映年份：2013
推荐电影「黄金时代」,推荐原因：第34届香港电影金像奖最佳影片,豆瓣评分：7.3,电影类型：爱情,上映年份：2014
推荐电影「水形物语」,推荐原因：第90届奥斯卡金像奖,豆瓣评分：7.2,电影类型：爱情,上映年份：2017
