推荐电影「海蒂和爷爷」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：家庭,上映年份：2015
推荐电影「小鞋子」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：家庭,上映年份：1997
推荐电影「活着」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：家庭,上映年份：1994
推荐电影「东京物语」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：家庭,上映年份：1953
推荐电影「当幸福来敲门」,推荐原因：豆瓣电影Top250,豆瓣评分：9.1,电影类型：家庭,上映年份：2006
推荐电影「地球上的星星」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：家庭,上映年份：2007
推荐电影「我是山姆」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：家庭,上映年份：2001
推荐电影「海街日记」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：家庭,上映年份：2015
推荐电影「步履不停」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：家庭,上映年份：2008
推荐电影「大鱼」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：家庭,上映年份：2003
推荐电影「小偷家族」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：家庭,上映年份：2018
推荐电影「一次别离」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：家庭,上映年份：2011
推荐电影「岁月神偷」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：家庭,上映年份：2010
推荐电影「奇迹男孩」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：家庭,上映年份：2017
推荐电影「海边的曼彻斯特」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：家庭,上映年份：2016
推荐电影「房间」,推荐原因：你标记的「想看」,豆瓣评分：8.8,电影类型：家庭,上映年份：2015
推荐电影「神屁太空人」,推荐原因：根据你喜欢的演员「凯拉」推荐,豆瓣评分：6.8,电影类型：家庭,上映年份：2002
推荐电影「女人，四十」,推荐原因：第15届香港电影金像奖最佳影片,豆瓣评分：8.9,电影类型：家庭,上映年份：1995
推荐电影「桃姐」,推荐原因：第31届香港电影金像奖最佳影片,豆瓣评分：8.3,电影类型：家庭,上映年份：2011
推荐电影「父子情」,推荐原因：第1届香港电影金像奖最佳影片,豆瓣评分：7.6,电影类型：家庭,上映年份：1981
推荐电影「父子」,推荐原因：第26届香港电影金像奖最佳影片,豆瓣评分：6.8,电影类型：家庭,上映年份：2006
推荐电影「一个好爸爸」,推荐原因：根据你喜欢的演员「古校长」推荐,豆瓣评分：7.1,电影类型：家庭,上映年份：2008
推荐电影「比海更深」,推荐原因：根据你喜欢的「阳光普照」推荐,豆瓣评分：8.7,电影类型：家庭,上映年份：2016
推荐电影「如父如子」,推荐原因：根据你喜欢的「阳光普照」推荐,豆瓣评分：8.6,电影类型：家庭,上映年份：2013
推荐电影「对不起，我们错过了你」,推荐原因：根据你喜欢的「阳光普照」推荐,豆瓣评分：8.4,电影类型：家庭,上映年份：2019
推荐电影「天才少女」,推荐原因：根据你喜欢的「流浪猫鲍勃」推荐,豆瓣评分：8.3,电影类型：家庭,上映年份：2017
推荐电影「垫底辣妹」,推荐原因：根据你喜欢的「天才枪手」推荐,豆瓣评分：8.2,电影类型：家庭,上映年份：2015
推荐电影「狗十三」,推荐原因：根据你喜欢的「天才枪手」推荐,豆瓣评分：8.2,电影类型：家庭,上映年份：2013
推荐电影「加菲猫」,推荐原因：根据你喜欢的「精灵鼠小弟」推荐,豆瓣评分：7.7,电影类型：家庭,上映年份：2004
推荐电影「精灵鼠小弟2」,推荐原因：根据你喜欢的「精灵鼠小弟」推荐,豆瓣评分：7.1,电影类型：家庭,上映年份：2002
推荐电影「克莱默夫妇」,推荐原因：第52届奥斯卡金像奖,豆瓣评分：8.5,电影类型：家庭,上映年份：1979
推荐电影「青山翠谷」,推荐原因：第14届奥斯卡金像奖,豆瓣评分：8.2,电影类型：家庭,上映年份：1941
